date,AQI,PM2.5,PM10,NO2,SO2,CO,O3_8h_max,temperature,humidity,wind_speed
2019-11-20,66,41.7,70.2,39.4,4.9,0.94,47.9,20.1,78,3.5
2019-11-21,36,26.2,49.5,29.2,6.4,0.93,50.8,21.5,66,3.6
2019-11-22,39,25.1,34.7,42.0,3.7,0.89,58.7,21.3,66,2.2
2019-11-23,63,37.0,74.5,42.2,7.0,0.95,20.3,19.9,64,2.8
2019-11-24,58,35.2,70.0,35.9,6.8,0.64,67.9,21.3,67,3.6
2019-11-25,55,34.3,47.8,32.3,9.1,0.89,5.0,19.6,75,0.9
2019-11-26,45,34.3,51.8,48.9,5.6,0.78,30.1,20.7,72,4.3
2019-11-27,48,31.1,42.6,42.9,6.4,1.0,34.7,20.3,65,3.9
2019-11-28,39,26.7,38.3,38.6,2.0,0.87,50.3,18.5,79,2.6
2019-11-29,51,31.6,42.3,33.2,4.7,0.88,44.9,16.3,72,3.3
2019-11-30,49,27.8,50.8,35.1,2.8,0.73,39.1,19.1,61,1.9
2019-12-01,63,40.9,62.2,51.0,4.1,1.06,31.0,20.6,51,4.2
2019-12-02,56,35.3,49.9,44.0,4.6,1.02,16.5,16.4,59,3.1
2019-12-03,52,31.9,53.7,39.9,10.9,1.02,8.7,18.6,65,2.9
2019-12-04,48,34.4,46.0,46.3,5.4,0.88,42.1,12.8,67,2.8
2019-12-05,55,38.1,57.0,38.3,5.1,0.88,41.6,15.0,73,1.6
2019-12-06,58,33.2,54.3,52.2,9.9,0.98,55.0,14.3,53,2.5
2019-12-07,50,31.9,55.5,51.3,6.1,0.89,19.3,16.6,58,3.7
2019-12-08,55,37.2,64.2,40.4,7.2,1.0,41.6,21.8,53,3.2
2019-12-09,65,37.2,70.7,39.4,9.3,0.74,26.9,17.9,51,2.5
2019-12-10,45,33.5,53.9,27.5,4.1,0.91,49.1,20.4,57,2.0
2019-12-11,41,33.6,45.7,34.3,6.0,1.14,46.5,16.5,65,3.3
2019-12-12,55,37.2,65.3,35.2,7.1,1.0,34.4,19.7,68,3.0
2019-12-13,49,28.8,36.1,44.0,6.6,0.98,26.1,21.1,54,3.8
2019-12-14,41,29.0,53.7,41.2,7.2,1.16,45.6,16.8,56,4.7
2019-12-15,56,32.4,42.9,35.1,3.7,0.73,40.9,15.9,48,4.3
2019-12-16,50,34.9,57.1,41.5,8.4,0.88,20.9,14.4,64,3.3
2019-12-17,60,37.6,69.0,46.2,8.0,0.92,11.3,16.4,56,4.3
2019-12-18,72,43.4,85.3,46.4,5.5,1.05,26.9,17.2,75,4.0
2019-12-19,58,40.3,67.7,31.8,8.6,1.05,53.9,21.1,65,3.6
2019-12-20,58,35.2,70.6,42.4,6.0,0.87,48.4,14.4,61,3.7
2019-12-21,52,35.9,65.9,34.9,6.8,1.06,14.5,17.1,57,4.5
2019-12-22,44,31.0,51.0,48.6,11.4,0.92,13.7,13.4,50,3.2
2019-12-23,61,35.9,56.3,47.9,7.9,1.08,50.3,16.1,51,3.7
2019-12-24,49,34.6,61.4,37.8,8.6,0.86,14.2,17.6,57,3.7
2019-12-25,70,37.6,60.0,38.6,7.0,0.95,38.8,18.0,56,4.3
2019-12-26,48,31.9,54.1,40.4,4.4,0.91,22.0,18.2,54,3.2
2019-12-27,58,38.6,63.1,29.7,7.9,1.07,55.5,17.8,65,4.7
2019-12-28,59,43.7,67.4,45.2,3.7,0.91,19.6,18.2,66,5.0
2019-12-29,60,35.5,70.8,41.6,6.3,0.96,48.4,17.1,58,4.4
2019-12-30,61,38.0,62.6,49.0,7.3,1.01,34.0,14.9,77,3.7
2019-12-31,56,39.5,63.2,36.6,3.7,1.01,35.0,13.3,48,2.5
2020-01-01,40,28.8,51.9,32.7,2.3,1.01,5.0,13.9,65,2.4
2020-01-02,46,31.9,49.1,27.4,9.0,0.94,5.0,14.7,63,2.3
2020-01-03,43,30.9,55.1,30.4,5.6,0.88,26.7,17.5,61,3.5
2020-01-04,51,31.3,44.6,29.3,9.3,0.89,33.7,14.8,59,3.3
2020-01-05,34,26.9,38.5,42.4,5.9,0.92,13.1,14.6,65,2.6
2020-01-06,48,30.9,59.7,32.2,7.9,0.94,13.7,15.8,63,2.6
2020-01-07,59,33.3,65.4,37.1,4.2,0.91,38.4,14.5,62,2.4
2020-01-08,46,38.1,65.3,34.1,2.0,0.92,38.4,16.6,55,2.9
2020-01-09,57,35.6,63.9,28.8,3.4,0.77,27.9,19.0,52,2.8
2020-01-10,57,41.6,67.8,35.4,5.9,0.99,41.7,19.4,63,1.3
2020-01-11,43,27.0,49.0,40.0,2.6,0.94,12.4,15.2,62,2.8
2020-01-12,57,35.2,67.6,29.2,4.6,1.02,24.7,15.7,63,3.5
2020-01-13,46,31.7,45.6,41.3,8.8,0.92,54.7,18.2,64,1.7
2020-01-14,56,41.7,62.8,31.3,8.4,0.75,31.0,14.7,61,4.1
2020-01-15,38,26.8,43.4,33.5,2.5,0.88,31.9,16.4,63,3.7
2020-01-16,43,26.6,38.1,39.6,6.2,0.9,64.6,12.7,58,1.8
2020-01-17,32,27.8,50.5,32.4,4.1,0.99,9.0,14.4,77,2.4
2020-01-18,34,20.2,36.9,36.6,6.8,0.71,41.9,17.3,59,3.3
2020-01-19,47,28.2,41.9,34.5,6.3,0.92,55.0,13.6,62,3.8
2020-01-20,56,27.0,41.8,37.2,9.3,0.97,25.1,14.7,59,4.2
2020-01-21,54,31.6,44.9,22.1,4.5,0.85,42.9,11.9,59,1.6
2020-01-22,41,32.5,49.2,25.4,4.9,0.93,15.3,19.0,65,3.2
2020-01-23,62,40.2,76.0,40.1,3.6,0.86,19.7,17.5,64,2.5
2020-01-24,62,35.6,64.6,42.6,3.6,0.85,35.8,15.4,61,3.1
2020-01-25,37,27.9,41.0,30.9,7.9,0.88,42.0,16.0,63,3.0
2020-01-26,41,26.3,50.3,34.9,6.7,0.85,46.8,15.8,59,2.8
2020-01-27,49,33.3,62.4,38.2,3.2,0.99,53.5,17.8,68,4.0
2020-01-28,36,24.2,48.6,40.6,6.8,0.85,29.0,14.0,81,2.4
2020-01-29,55,40.0,59.0,24.2,8.1,0.83,47.9,16.5,58,4.1
2020-01-30,58,36.7,50.3,31.1,3.8,1.1,24.9,17.2,68,3.8
2020-01-31,50,28.5,45.3,34.4,5.2,1.02,43.5,17.4,65,3.1
2020-02-01,25,17.8,31.6,37.8,9.6,0.69,35.6,11.5,77,2.8
2020-02-02,49,33.2,59.1,48.6,3.2,0.8,39.2,14.8,78,3.5
2020-02-03,26,25.8,37.1,32.2,4.5,0.9,38.9,14.0,74,4.9
2020-02-04,40,32.6,52.7,25.2,7.1,0.91,8.4,16.3,72,2.6
2020-02-05,21,18.4,30.4,36.0,7.6,0.73,15.6,12.0,69,4.1
2020-02-06,32,23.4,32.6,41.5,8.2,1.0,34.0,11.9,66,1.9
2020-02-07,43,26.4,49.2,34.2,6.8,0.96,7.2,20.3,71,3.2
2020-02-08,30,26.6,39.0,28.2,8.7,0.93,45.0,17.2,62,3.7
2020-02-09,38,24.1,39.9,39.3,7.1,1.02,45.6,16.2,67,1.9
2020-02-10,44,29.5,46.8,37.6,11.5,0.93,37.4,16.7,81,2.6
2020-02-11,35,21.1,40.0,27.4,8.2,0.92,15.7,16.3,73,4.0
2020-02-12,39,25.7,38.3,35.9,6.0,1.04,53.2,18.0,79,2.4
2020-02-13,48,27.0,51.0,39.6,3.7,0.99,63.1,14.7,84,4.7
2020-02-14,46,29.0,47.7,40.7,5.5,0.8,34.7,16.4,71,2.6
2020-02-15,55,30.0,47.8,33.2,7.5,0.94,40.2,16.5,74,1.5
2020-02-16,26,20.8,32.5,31.5,7.0,0.81,35.5,13.9,70,1.4
2020-02-17,44,18.7,31.6,41.0,8.5,0.93,40.5,18.6,65,2.3
2020-02-18,47,32.8,51.7,26.3,8.3,0.93,30.7,15.1,64,2.6
2020-02-19,43,28.1,46.1,36.2,2.6,0.74,32.0,18.0,79,3.4
2020-02-20,34,22.7,46.8,25.4,9.5,0.87,46.1,16.2,74,4.8
2020-02-21,54,34.2,68.3,40.0,8.8,0.91,67.7,19.3,87,2.9
2020-02-22,39,27.0,43.9,32.1,2.2,0.84,11.5,13.9,80,3.0
2020-02-23,48,32.3,53.7,41.2,10.3,0.91,30.9,13.8,66,3.8
2020-02-24,40,26.7,50.5,36.5,3.9,0.96,14.8,14.2,79,3.4
2020-02-25,61,36.7,69.9,26.3,3.5,0.88,56.4,16.3,70,2.1
2020-02-26,51,35.2,47.1,42.1,11.3,0.9,23.7,19.1,82,2.2
2020-02-27,31,25.2,39.5,42.9,4.4,1.02,10.9,19.2,68,3.4
2020-02-28,48,31.3,55.7,38.9,9.9,0.93,42.1,11.4,64,3.3
2020-02-29,41,29.6,56.6,29.0,7.7,0.9,58.7,16.5,66,1.6
2020-03-01,39,28.8,52.9,26.2,9.5,0.7,50.0,12.6,72,2.5
2020-03-02,29,17.2,21.4,28.9,4.6,0.87,43.1,20.6,71,2.6
2020-03-03,37,25.4,51.2,23.8,6.9,0.83,46.1,21.2,73,3.1
2020-03-04,41,27.3,40.6,38.2,7.2,0.93,61.2,18.9,85,1.8
2020-03-05,17,13.2,22.2,28.9,6.2,0.8,26.9,19.2,92,4.3
2020-03-06,19,16.1,31.4,11.8,8.7,0.62,38.3,19.1,67,1.4
2020-03-07,33,11.8,23.1,30.0,3.2,0.63,33.2,17.4,88,3.3
2020-03-08,21,20.7,41.9,25.9,3.2,0.87,22.5,19.9,74,4.5
2020-03-09,40,25.6,38.8,27.6,4.2,0.74,35.1,18.5,81,4.0
2020-03-10,48,29.5,43.3,25.8,7.1,0.84,56.6,20.9,65,1.6
2020-03-11,34,22.4,33.5,32.8,6.8,0.81,48.5,18.8,82,4.0
2020-03-12,51,30.1,48.6,34.7,10.6,0.78,49.7,17.3,62,3.4
2020-03-13,30,15.1,29.2,29.7,8.9,0.79,42.2,15.9,81,4.2
2020-03-14,29,13.5,19.6,26.0,5.6,0.71,47.8,15.3,80,4.2
2020-03-15,23,21.7,33.4,27.8,8.6,0.8,28.0,21.6,80,2.6
2020-03-16,38,23.9,40.3,28.1,9.1,0.74,35.4,18.1,72,3.2
2020-03-17,30,21.8,39.4,23.2,2.9,0.76,42.9,19.7,82,3.0
2020-03-18,31,11.7,22.2,31.5,6.2,0.77,44.2,22.6,81,1.9
2020-03-19,33,21.6,31.0,30.8,4.9,0.78,44.8,17.9,76,2.9
2020-03-20,29,15.5,23.6,37.2,5.3,0.89,37.9,17.7,83,3.7
2020-03-21,46,25.3,46.1,35.5,8.0,0.79,34.3,18.7,77,2.6
2020-03-22,59,23.8,40.8,23.9,4.3,0.9,87.4,19.1,82,2.5
2020-03-23,30,17.3,37.6,32.9,5.3,0.95,53.6,22.8,77,3.3
2020-03-24,33,19.4,42.4,22.3,3.9,0.89,46.2,22.1,80,3.3
2020-03-25,31,16.7,34.8,32.2,4.4,0.85,36.5,20.2,83,2.9
2020-03-26,38,21.7,37.0,24.9,7.6,0.83,33.2,21.9,75,2.1
2020-03-27,35,26.8,40.7,21.9,4.5,0.89,38.0,18.6,68,2.8
2020-03-28,30,17.1,26.8,29.7,6.9,0.81,44.4,19.6,80,4.2
2020-03-29,40,24.5,48.4,12.0,4.8,0.9,11.8,18.4,88,1.1
2020-03-30,30,19.3,30.0,17.5,8.5,0.86,16.5,16.4,80,3.5
2020-03-31,27,18.0,31.1,26.9,6.6,0.76,30.4,21.4,81,2.7
2020-04-01,38,18.2,27.1,25.7,8.6,0.81,50.6,24.1,80,2.4
2020-04-02,31,13.5,26.0,23.0,7.3,0.73,43.9,23.0,86,3.2
2020-04-03,44,15.9,18.7,15.7,4.3,0.71,69.7,23.0,79,1.7
2020-04-04,22,12.7,26.7,20.3,7.2,0.67,25.3,20.0,76,3.7
2020-04-05,41,28.5,53.7,27.5,3.9,0.74,36.2,21.0,89,2.2
2020-04-06,42,18.9,31.8,28.7,4.2,0.82,70.3,23.7,76,5.1
2020-04-07,35,15.2,22.1,25.1,2.8,0.81,49.5,21.9,87,2.1
2020-04-08,35,19.8,32.3,32.1,5.3,0.76,60.8,22.6,89,2.0
2020-04-09,44,18.1,23.6,27.6,2.1,0.78,78.3,22.8,85,3.3
2020-04-10,35,17.6,32.7,20.7,5.3,0.85,37.1,21.6,70,4.0
2020-04-11,25,21.8,36.5,23.5,4.9,0.71,46.0,21.1,80,4.6
2020-04-12,34,22.5,39.2,16.8,5.6,0.61,43.4,19.8,78,3.8
2020-04-13,34,16.0,29.2,24.6,9.3,0.85,18.2,22.7,76,3.8
2020-04-14,24,15.8,23.7,31.9,10.0,0.67,42.8,24.2,81,2.0
2020-04-15,45,17.3,26.2,29.3,4.8,0.65,60.7,19.7,86,2.0
2020-04-16,36,7.2,9.6,33.6,7.8,0.54,55.6,23.0,76,4.3
2020-04-17,34,11.1,19.5,23.4,9.4,0.78,56.8,23.6,79,2.2
2020-04-18,41,25.5,44.2,33.3,8.0,0.56,41.9,21.0,78,3.5
2020-04-19,49,26.9,48.6,24.0,9.0,0.64,37.7,25.8,89,2.4
2020-04-20,52,17.5,21.0,34.0,8.2,0.78,66.5,22.2,78,2.8
2020-04-21,30,21.6,43.3,25.1,6.4,0.79,40.0,22.8,70,1.4
2020-04-22,38,20.3,34.7,29.4,5.8,0.65,51.9,22.7,67,5.0
2020-04-23,44,34.1,54.0,34.1,6.2,0.71,50.0,19.5,83,2.5
2020-04-24,47,24.3,42.7,24.0,5.8,0.63,69.4,25.0,74,1.2
2020-04-25,32,18.1,41.1,26.5,8.7,0.67,62.1,21.1,85,3.9
2020-04-26,26,13.9,21.5,32.9,7.9,0.75,28.1,22.5,69,2.3
2020-04-27,19,10.7,18.5,24.4,5.9,0.67,29.7,24.2,76,2.2
2020-04-28,33,19.7,36.0,17.3,10.1,0.7,56.2,25.9,69,2.5
2020-04-29,30,14.9,26.1,38.1,7.6,0.57,46.5,20.8,83,5.0
2020-04-30,25,11.6,18.2,22.4,7.8,0.83,40.7,22.1,85,2.8
2020-05-01,52,13.3,23.0,24.8,8.5,0.73,70.2,28.8,83,1.5
2020-05-02,36,11.1,20.9,30.7,6.9,0.76,57.8,26.9,71,2.8
2020-05-03,39,24.9,39.0,20.1,7.5,0.81,55.8,27.3,74,3.2
2020-05-04,40,20.9,32.8,17.8,7.0,0.6,66.7,23.9,82,3.0
2020-05-05,31,16.5,30.7,25.3,9.1,0.64,49.4,25.2,66,1.7
2020-05-06,39,23.9,38.3,13.0,8.2,0.49,78.5,25.7,78,3.2
2020-05-07,23,16.9,26.5,22.1,11.8,0.99,43.2,24.3,92,2.8
2020-05-08,43,12.2,22.1,25.3,5.2,0.67,64.9,22.7,79,1.4
2020-05-09,45,24.1,30.7,22.2,7.0,0.78,76.5,25.0,68,3.9
2020-05-10,23,19.2,36.1,14.5,5.7,0.56,34.3,28.7,75,3.9
2020-05-11,29,11.3,19.6,33.4,8.7,0.78,49.8,26.1,75,4.2
2020-05-12,44,15.5,23.8,24.4,4.9,0.87,72.1,28.7,97,3.8
2020-05-13,45,12.1,25.0,32.4,5.4,0.67,72.4,26.4,93,3.7
2020-05-14,27,9.6,18.1,22.2,4.4,0.58,52.4,24.5,86,2.4
2020-05-15,36,21.1,45.3,18.5,4.0,0.67,44.0,28.6,77,1.8
2020-05-16,39,26.0,47.0,25.4,7.5,0.46,69.3,26.4,90,3.4
2020-05-17,48,9.5,23.6,22.5,13.1,0.68,72.8,27.9,71,4.6
2020-05-18,36,19.3,33.0,16.7,8.4,0.76,37.5,23.9,89,2.8
2020-05-19,23,13.2,23.4,32.6,8.3,0.68,36.9,28.1,87,1.6
2020-05-20,42,14.1,27.6,20.1,6.9,0.65,58.4,28.1,79,1.3
2020-05-21,39,13.5,22.6,12.8,4.1,0.73,64.4,26.6,89,2.4
2020-05-22,45,12.2,23.3,31.8,3.8,0.74,50.5,24.4,76,3.9
2020-05-23,37,16.7,34.5,20.8,6.6,0.51,65.2,25.9,70,4.9
2020-05-24,38,12.3,19.4,20.2,5.4,0.69,44.3,27.2,88,2.5
2020-05-25,30,17.9,32.6,13.2,7.0,0.92,23.3,26.5,79,4.5
2020-05-26,31,16.2,20.5,34.2,6.9,0.55,48.6,27.2,85,3.3
2020-05-27,29,15.3,26.3,16.1,7.4,0.67,55.9,28.0,95,1.3
2020-05-28,22,12.0,17.2,24.2,8.6,0.87,50.9,24.7,74,1.3
2020-05-29,26,13.6,28.6,29.3,4.0,0.79,37.6,23.7,79,3.3
2020-05-30,33,20.3,30.2,26.3,8.1,0.63,27.8,25.9,93,3.2
2020-05-31,30,19.0,38.1,23.4,8.2,0.7,47.3,25.3,85,1.6
2020-06-01,44,10.5,17.8,12.2,6.1,0.68,73.5,29.6,76,3.9
2020-06-02,49,15.9,30.2,17.5,3.6,0.61,78.8,25.9,74,4.4
2020-06-03,52,19.2,26.0,23.5,8.0,0.67,77.8,30.0,78,2.1
2020-06-04,22,7.1,5.0,17.7,6.3,0.65,47.8,30.7,76,4.1
2020-06-05,35,18.1,30.9,23.6,7.2,0.69,42.7,28.0,84,1.9
2020-06-06,45,12.1,22.7,26.5,5.4,0.61,67.4,28.1,83,4.3
2020-06-07,46,18.3,34.1,28.2,5.4,0.55,69.5,26.5,84,3.9
2020-06-08,32,11.6,14.3,15.0,4.8,0.68,66.0,26.9,75,2.6
2020-06-09,21,6.4,8.3,35.6,5.2,0.85,29.8,27.2,81,2.8
2020-06-10,36,7.3,9.7,27.0,7.0,0.69,47.0,30.9,66,2.1
2020-06-11,42,15.6,25.1,22.4,6.4,0.65,59.6,27.9,83,4.1
2020-06-12,42,16.7,22.5,28.9,9.3,0.76,67.3,25.4,91,2.9
2020-06-13,48,10.9,19.4,36.6,6.9,0.66,71.5,28.5,71,2.2
2020-06-14,40,18.6,34.6,13.8,8.1,0.87,62.2,29.7,86,4.7
2020-06-15,36,7.1,9.8,21.0,5.5,0.68,65.0,27.9,77,2.4
2020-06-16,38,15.1,25.3,8.1,5.9,0.75,61.3,30.9,88,2.6
2020-06-17,41,9.3,16.0,23.6,4.4,0.6,70.3,29.6,83,4.5
2020-06-18,37,12.1,15.0,24.6,10.9,0.73,64.7,25.9,85,3.7
2020-06-19,30,15.6,25.2,22.2,8.2,0.71,61.0,26.9,83,2.7
2020-06-20,37,11.1,20.5,18.5,8.4,0.67,56.0,28.5,93,3.6
2020-06-21,32,13.5,23.1,10.1,3.5,0.63,61.2,24.7,85,2.6
2020-06-22,36,20.4,28.9,24.6,7.6,0.62,67.3,28.7,76,2.8
2020-06-23,38,12.5,27.1,31.1,5.6,0.71,64.0,24.5,83,1.7
2020-06-24,36,19.6,30.0,18.9,8.9,0.74,65.7,30.0,79,2.2
2020-06-25,44,9.8,16.4,25.0,4.7,0.67,80.1,29.8,83,2.8
2020-06-26,38,18.0,32.4,13.0,7.8,0.71,64.0,29.0,79,4.7
2020-06-27,31,22.6,36.7,25.1,5.1,0.68,50.3,26.6,77,4.1
2020-06-28,45,3.0,5.0,20.0,3.8,0.69,73.3,28.3,84,3.4
2020-06-29,28,11.4,20.1,17.8,6.0,0.66,39.5,27.0,82,3.6
2020-06-30,34,18.3,28.6,17.8,6.6,0.68,43.8,25.9,91,4.0
2020-07-01,36,13.3,16.7,18.6,3.7,0.91,70.0,28.3,77,3.0
2020-07-02,47,16.2,21.7,23.3,4.9,0.67,72.7,30.4,64,1.6
2020-07-03,31,11.3,16.5,13.1,6.2,0.7,46.3,29.1,77,2.6
2020-07-04,30,14.7,26.0,18.6,7.1,0.68,59.3,31.9,67,1.2
2020-07-05,36,13.5,21.9,20.8,7.0,0.61,55.9,30.5,83,2.0
2020-07-06,36,20.1,36.8,14.4,9.6,0.77,57.7,30.3,67,1.8
2020-07-07,51,15.6,23.8,31.8,4.9,0.61,79.2,25.8,72,3.5
2020-07-08,53,16.0,31.0,15.9,7.5,0.75,75.6,28.4,77,3.8
2020-07-09,29,12.2,14.9,17.0,7.1,0.61,64.7,26.9,92,2.2
2020-07-10,43,11.9,21.6,15.1,6.6,0.54,56.8,28.6,71,3.4
2020-07-11,31,12.1,15.8,31.8,6.6,0.68,44.8,27.6,80,4.4
2020-07-12,51,16.3,30.7,24.3,5.0,0.53,86.3,28.2,85,4.7
2020-07-13,33,12.2,22.7,15.4,9.3,0.69,73.9,31.1,92,3.5
2020-07-14,39,15.7,23.4,27.6,4.0,0.52,54.4,30.0,86,2.9
2020-07-15,49,24.7,33.9,22.2,5.2,0.61,75.8,31.0,89,4.4
2020-07-16,40,18.7,35.3,22.5,6.3,0.5,63.9,25.8,87,3.5
2020-07-17,32,12.7,27.0,18.9,5.2,0.92,60.7,29.1,70,2.7
2020-07-18,46,20.3,34.7,16.5,8.4,0.47,71.5,30.9,83,2.0
2020-07-19,26,12.3,17.8,23.0,2.6,0.64,53.9,32.0,87,4.6
2020-07-20,31,4.1,6.3,17.7,6.5,0.75,59.8,25.9,72,2.7
2020-07-21,26,9.3,17.9,31.9,12.4,0.74,66.8,28.3,75,4.6
2020-07-22,37,4.9,9.1,13.4,8.1,0.73,57.5,31.1,74,4.0
2020-07-23,44,12.5,25.2,30.2,5.0,0.61,75.0,28.6,86,4.3
2020-07-24,59,14.4,26.8,20.3,8.4,0.78,93.0,27.2,79,1.9
2020-07-25,30,22.7,34.7,22.8,7.9,0.73,53.7,25.9,77,4.0
2020-07-26,25,15.9,20.7,26.0,5.4,0.66,40.0,27.1,70,1.6
2020-07-27,21,13.2,20.6,17.2,10.5,0.66,35.0,25.6,79,2.9
2020-07-28,38,18.4,37.9,26.2,7.9,0.61,62.7,29.1,75,4.8
2020-07-29,41,3.2,7.2,4.8,11.2,0.55,55.1,30.8,82,0.9
2020-07-30,37,15.5,30.9,16.7,7.2,0.76,68.1,26.5,71,2.2
2020-07-31,41,18.2,26.1,15.5,5.6,0.77,67.0,29.5,81,2.8
2020-08-01,25,8.0,14.0,14.9,6.6,0.59,38.5,30.7,76,2.1
2020-08-02,41,21.1,40.8,21.1,6.3,0.66,35.3,29.0,70,2.8
2020-08-03,40,17.1,34.9,24.7,3.2,0.67,66.9,25.8,69,2.8
2020-08-04,43,13.3,26.0,26.6,5.7,0.68,64.5,29.8,71,1.9
2020-08-05,33,18.6,33.6,23.8,6.3,0.69,56.1,28.9,78,1.2
2020-08-06,39,26.8,38.9,18.4,8.3,0.77,37.6,28.7,81,2.4
2020-08-07,38,16.3,31.4,24.6,6.1,0.61,69.6,27.9,82,3.5
2020-08-08,55,16.6,26.7,23.1,4.8,0.6,81.6,29.2,82,1.7
2020-08-09,41,13.1,23.3,28.0,8.3,0.8,66.7,30.0,74,1.2
2020-08-10,31,11.2,17.0,27.1,11.1,0.63,49.8,33.8,88,2.8
2020-08-11,30,19.6,35.2,22.6,9.7,0.55,63.2,29.2,76,4.2
2020-08-12,27,11.1,15.4,17.0,6.5,0.63,42.0,32.0,84,1.1
2020-08-13,45,15.8,24.3,18.5,10.1,0.65,78.4,29.7,79,4.5
2020-08-14,30,13.0,18.8,19.1,7.4,0.84,63.7,28.8,83,3.4
2020-08-15,31,17.8,27.9,20.5,2.0,0.77,36.0,29.3,78,4.4
2020-08-16,31,17.1,27.5,24.0,8.6,0.79,58.0,26.6,83,2.3
2020-08-17,42,20.6,34.0,26.7,7.1,0.76,69.4,29.6,80,2.8
2020-08-18,35,12.8,20.4,22.1,8.8,0.77,57.5,25.0,87,1.3
2020-08-19,30,14.1,32.8,22.5,4.1,0.61,58.4,27.3,73,2.3
2020-08-20,21,10.5,23.7,23.3,8.3,0.66,44.1,29.2,66,3.5
2020-08-21,44,13.2,19.6,19.3,2.9,0.58,71.0,31.4,72,3.6
2020-08-22,37,17.3,25.4,16.8,7.0,0.66,52.8,31.9,89,3.8
2020-08-23,27,19.2,34.2,11.9,7.2,0.75,30.2,28.5,79,3.5
2020-08-24,36,10.8,18.9,18.2,4.7,0.69,56.9,29.3,81,3.1
2020-08-25,41,19.7,36.8,25.2,3.7,0.81,77.2,31.0,72,3.8
2020-08-26,36,22.2,43.8,18.2,4.9,0.57,56.7,26.3,81,4.9
2020-08-27,40,17.5,36.4,21.0,4.2,0.73,88.6,29.8,72,3.1
2020-08-28,37,24.8,52.3,25.2,10.5,0.56,68.9,27.3,73,2.0
2020-08-29,44,11.5,20.1,25.5,6.9,0.69,67.6,28.7,77,2.3
2020-08-30,40,9.2,13.0,15.9,4.4,0.75,60.6,28.1,84,2.0
2020-08-31,36,6.5,14.9,28.4,7.4,0.66,61.5,29.9,84,3.6
2020-09-01,32,26.2,41.7,32.0,4.3,0.78,53.5,28.1,80,2.1
2020-09-02,33,22.0,33.0,18.4,6.4,0.62,53.0,28.8,62,2.5
2020-09-03,41,18.4,31.1,20.3,6.3,0.55,65.5,27.7,75,3.9
2020-09-04,32,20.1,35.8,32.3,2.8,0.78,43.5,27.3,73,2.1
2020-09-05,24,13.1,19.2,24.3,6.5,0.89,41.4,30.7,63,1.9
2020-09-06,47,30.9,52.6,11.9,9.0,0.62,40.7,24.0,75,3.0
2020-09-07,60,19.3,24.9,16.8,6.4,0.84,88.2,30.4,73,1.5
2020-09-08,44,19.2,34.9,23.7,13.2,0.72,65.5,26.4,79,5.1
2020-09-09,34,22.3,40.7,18.2,7.0,0.59,62.1,28.1,76,3.4
2020-09-10,33,21.1,40.7,22.7,5.2,0.61,41.6,26.3,71,4.3
2020-09-11,36,19.8,27.6,25.4,3.3,0.72,66.9,25.6,82,3.9
2020-09-12,29,14.7,21.9,34.0,7.3,0.68,55.8,28.0,57,4.5
2020-09-13,45,21.1,28.9,23.5,2.0,0.59,60.7,29.1,74,1.7
2020-09-14,32,28.1,42.2,31.6,10.4,0.55,42.9,27.9,61,4.3
2020-09-15,42,25.4,44.5,33.8,2.1,0.64,59.9,25.9,68,2.4
2020-09-16,37,26.7,49.7,33.8,6.2,0.74,51.1,34.2,79,3.0
2020-09-17,25,16.1,28.5,26.9,8.0,0.72,46.0,29.4,65,3.2
2020-09-18,41,13.8,26.3,13.4,8.1,0.67,68.5,28.9,64,3.1
2020-09-19,20,18.1,32.2,28.0,8.7,0.74,34.4,26.3,94,2.0
2020-09-20,41,19.0,25.4,31.5,9.5,0.82,66.0,25.7,64,2.3
2020-09-21,42,24.2,43.3,24.7,7.0,0.76,67.8,26.4,88,4.8
2020-09-22,35,10.2,21.6,35.7,5.5,0.71,44.3,29.2,74,2.0
2020-09-23,27,26.3,53.1,30.4,6.5,0.81,45.2,25.0,71,2.4
2020-09-24,35,17.9,32.7,28.6,6.6,0.62,54.2,24.9,80,2.6
2020-09-25,32,16.6,29.4,31.7,5.9,0.7,61.7,28.1,86,2.6
2020-09-26,34,13.6,17.9,27.2,4.9,0.7,55.2,27.6,66,3.4
2020-09-27,41,10.4,13.2,10.2,9.1,0.6,64.0,25.5,71,2.2
2020-09-28,51,22.8,42.7,22.2,5.4,0.68,83.9,24.8,82,3.0
2020-09-29,33,19.1,37.1,32.4,4.6,0.51,49.9,29.9,77,3.6
2020-09-30,27,12.3,25.7,20.4,6.3,0.91,31.8,27.7,84,3.3
2020-10-01,35,17.7,28.6,29.5,9.4,0.71,67.4,22.3,72,2.7
2020-10-02,51,22.5,36.2,24.5,7.7,0.96,80.2,22.4,82,4.1
2020-10-03,36,32.5,56.9,41.5,7.8,0.8,60.9,24.3,69,1.2
2020-10-04,38,22.9,46.7,40.9,5.2,0.86,38.7,26.5,70,2.6
2020-10-05,30,16.7,25.8,25.5,5.5,0.75,53.1,26.2,71,2.0
2020-10-06,31,23.0,39.0,31.7,6.2,0.82,38.2,27.3,67,0.5
2020-10-07,34,22.8,43.7,26.7,8.2,0.87,64.6,22.0,75,4.8
2020-10-08,21,10.7,16.3,34.5,6.8,0.87,34.7,25.4,70,1.8
